Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,SNOMED_Code,SNOMED_Description
41,61,31,Medical,Endocrine / metabolic,Hypoglycaemia ,Hypoglycaemia ,302866003,Hypoglycemia (disorder)
41,61,35,Medical,Endocrine / metabolic,Hyperglycaemia (not DKA / HHS),Hyperglycaemia (not DKA / HHS),80394007,Hyperglycemia (disorder)
41,61,41,Medical,Endocrine / metabolic,Hyperthyroidism / thyrotoxicosis,Hyperthyroidism / thyrotoxicosis,90739004,Thyrotoxicosis (disorder)
41,61,43,Medical,Endocrine / metabolic,Hypothyroidism / myxoedema,Hypothyroidism / myxoedema,40930008,Hypothyroidism (disorder)
41,61,51,Medical,Endocrine / metabolic,Adrenocortical insufficiency (Addisonian crisis),Adrenocortical insufficiency (Addisonian crisis),24867002,Severe adrenal insufficiency (disorder)
41,61,61,Medical,Endocrine / metabolic,Syndrome of inappropriate anti-diuretic hormone  (SIADH),Syndrome of inappropriate anti-diuretic hormone  (SIADH),55004003,Syndrome of inappropriate vasopressin secretion (disorder)
41,61,65,Medical,Endocrine / metabolic,Diabetes insipidus (cranial),Diabetes insipidus (cranial),45369008,Neurohypophyseal diabetes insipidus (disorder)
41,61,66,Medical,Endocrine / metabolic,Diabetes insipidus (renal),Diabetes insipidus (renal),61165007,Hereditary nephrogenic diabetes insipidus (disorder)
41,61,71,Medical,Endocrine / metabolic,Hypokalaemia,Hypokalaemia,43339004,Hypokalemia (disorder)
41,61,72,Medical,Endocrine / metabolic,Hyperkalaemia,Hyperkalaemia,14140009,Hyperkalemia (disorder)
41,61,73,Medical,Endocrine / metabolic,Hyponatraemia,Hyponatraemia,89627008,Hyponatremia (disorder)
41,61,74,Medical,Endocrine / metabolic,Hypernatraemia,Hypernatraemia,39355002,Hypernatremia (disorder)
41,61,75,Medical,Endocrine / metabolic,Hypocalcaemia,Hypocalcaemia,5291005,Hypocalcemia (disorder)
41,61,76,Medical,Endocrine / metabolic,Hypercalcaemia,Hypercalcaemia,66931009,Hypercalcemia (disorder)
41,61,77,Medical,Endocrine / metabolic,Hypomagnesaemia,Hypomagnesaemia,190855004,Hypomagnesemia (disorder)
41,61,98,Medical,Endocrine / metabolic,Other endocrine disorder (see free text),Other endocrine disorder (see free text),362969004,Disorder of endocrine system (disorder)
41,61,99,Medical,Endocrine / metabolic,Fluid electrolyte or acid-base disorder (see free text),Fluid electrolyte or acid-base disorder (see free text),1860003,Fluid volume disorder (disorder)
41,71,11,Medical,Skin and soft tissues,Dermatitis : atopic / eczema,Dermatitis : atopic / eczema,43116000,Eczema (disorder)
41,71,13,Medical,Skin and soft tissues,Dermatitis : contact,Dermatitis : contact,40275004,Contact dermatitis (disorder)
41,71,15,Medical,Skin and soft tissues,Dermatitis : seborrhoeic,Dermatitis : seborrhoeic,50563003,Seborrheic dermatitis (disorder)
41,71,21,Medical,Skin and soft tissues,Urticaria,Urticaria,126485001,Urticaria (disorder)
41,71,25,Medical,Skin and soft tissues,Rash : drug induced,Rash : drug induced,89322006,Urticaria medicamentosa (disorder)
41,71,31,Medical,Skin and soft tissues,Psoriasis,Psoriasis,9014002,Psoriasis (disorder)
41,71,41,Medical,Skin and soft tissues,Pityriasis rosea,Pityriasis rosea,77252004,Pityriasis rosea (disorder)
41,71,43,Medical,Skin and soft tissues,Erythema multiforme,Erythema multiforme,36715001,Erythema multiforme (disorder)
41,71,45,Medical,Skin and soft tissues,Erythema nodosum,Erythema nodosum,32861005,Erythema nodosum (disorder)
41,71,51,Medical,Skin and soft tissues,Sunburn,Sunburn,403194002,Solar erythema (disorder)
41,71,52,Medical,Skin and soft tissues,Heat rash,Heat rash,72658003,Prickly heat (disorder)
41,71,61,Medical,Skin and soft tissues,Sebaceous cyst,Sebaceous cyst,419603000,Epidermoid cyst of skin (disorder)
41,71,62,Medical,Skin and soft tissues,Ingrowing nail of finger or toe,Ingrowing nail of finger or toe,400097005,Ingrowing nail (disorder)
41,71,65,Medical,Skin and soft tissues,Bedsore / pressure sore,Bedsore / pressure sore,399912005,Pressure ulcer (disorder)
41,71,71,Medical,Skin and soft tissues,Pyogenic granuloma,Pyogenic granuloma,200722003,Pyogenic granuloma (disorder)
41,81,11,Medical,Renal,Pyelonephritis,Pyelonephritis,45816000,Pyelonephritis (disorder)
41,81,15,Medical,Renal,Hydronephrosis,Hydronephrosis,43064006,Hydronephrosis (disorder)
41,81,21,Medical,Renal,Acute renal failure,Acute renal failure,14669001,Acute renal failure syndrome (disorder)
41,81,25,Medical,Renal,Chronic renal failure,Chronic renal failure,90688005,Chronic renal failure syndrome (disorder)
41,81,31,Medical,Renal,Nephrotic syndrome,Nephrotic syndrome,52254009,Nephrotic syndrome (disorder)
41,81,55,Medical,Renal,Glomerulonephritis,Glomerulonephritis,36171008,Glomerulonephritis (disorder)
41,81,99,Medical,Renal,Other renal system disorder (see free text),Other renal system disorder (see free text),90708001,Kidney disease (disorder)
41,91,11,Medical,Allergy,Hayfever,Hayfever,367498001,Seasonal allergic rhinitis (disorder)
41,91,21,Medical,Allergy,Anaphylaxis,Anaphylaxis,39579001,Anaphylaxis (disorder)
41,91,31,Medical,Allergy,ACEI related angioedema,ACEI related angioedema,403607004,Angioedema caused by angiotensin-converting-enzyme inhibitor (disorder)
41,91,35,Medical,Allergy,Allergy,Angioneurotic oedema (C1 esterase inhibitor deficiency),402602000,Angioedema due to disorder of C1 esterase inhibitor (disorder)
41,91,51,Medical,Allergy,Angio-oedema : hereditary C1 esterase inhibitor deficiency,Angio-oedema : hereditary C1 esterase inhibitor deficiency,41291007,Angioedema (disorder)
41,91,61,Medical,Allergy,Angio-oedema : acquired C1 esterase inhibitor deficiency,Angio-oedema : acquired C1 esterase inhibitor deficiency,241955009,Acquired C1 esterase inhibitor deficiency (disorder)
41,91,71,Medical,Allergy,Scombroid toxin [ND],Scombroid toxin [ND],83227006,Scombroid fish poisoning (disorder)
41,91,81,Medical,Allergy,Drug reaction,Drug reaction,62014003,Adverse reaction caused by drug (disorder)
41,91,91,Medical,Allergy,Other allergic reaction (see free text),Other allergic reaction (see free text),609328004,Allergic disposition (disorder)
51,11,11,Infectious disease,Respiratory,Upper respiratory tract infection,Upper respiratory tract infection,54150009,Upper respiratory infection (disorder)
51,11,12,Infectious disease,Respiratory,Lower respiratory tract infection,Lower respiratory tract infection,50417007,Lower respiratory tract infection (disorder)
51,11,21,Infectious disease,Respiratory,Bronchopneumonia,Bronchopneumonia,233604007,Pneumonia (disorder)
51,11,25,Infectious disease,Respiratory,Lobar poneumonia,Lobar poneumonia,278516003,Lobar pneumonia (disorder)
51,11,46,Infectious disease,Respiratory,Legionella pneumonia [ND],Legionella pneumonia [ND],195889001,Legionella pneumonia (disorder)
51,11,51,Infectious disease,Respiratory,Influenza,Influenza,6142004,Influenza (disorder)
51,11,53,Infectious disease,Respiratory,Pertussis / whooping cough [ND],Pertussis / whooping cough [ND],27836007,Pertussis (disorder)
51,11,55,Infectious disease,Respiratory,Acute epiglottitis,Acute epiglottitis,80384002,Epiglottitis (disorder)
51,11,57,Infectious disease,Respiratory,Bacterial tracheitis,Bacterial tracheitis,62994001,Tracheitis (disorder)
51,11,71,Infectious disease,Respiratory,Tuberculosis [ND],Tuberculosis [ND],56717001,Tuberculosis (disorder)
51,21,11,Infectious disease,Skin,Cellulitis,Cellulitis,128045006,Cellulitis (disorder)
51,21,17,Infectious disease,Skin,Impetigo,Impetigo,48277006,Impetigo (disorder)
51,21,21,Infectious disease,Skin,Boil / abscess,Boil / abscess,31928004,Abscess of skin AND/OR subcutaneous tissue (disorder)
51,21,23,Infectious disease,Skin,Mastitis / breast abscess,Mastitis / breast abscess,45198002,Mastitis (disorder)
51,21,29,Infectious disease,Skin,Paronychia,Paronychia,71906005,Paronychia (disorder)
51,21,31,Infectious disease,Skin,Scarlet fever (Invasive Grp A Strep) [ND],Scarlet fever (Invasive Grp A Strep) [ND],30242009,Scarlet fever (disorder)
51,21,41,Infectious disease,Skin,Fungal foot infection,Fungal foot infection,6020002,Tinea pedis (disorder)
51,21,47,Infectious disease,Skin,Tinea versicolour,Tinea versicolour,56454009,Pityriasis versicolor (disorder)
51,21,49,Infectious disease,Skin,Ringworm / dermatophytosis / tinea,Ringworm / dermatophytosis / tinea,47382004,Dermatophytosis (disorder)
51,21,61,Infectious disease,Skin,Chickenpox / varicella,Chickenpox / varicella,38907003,Varicella (disorder)
51,21,65,Infectious disease,Skin,Herpes zoster infection (shingles),Herpes zoster infection (shingles),309465005,Varicella-zoster virus infection (disorder)
51,21,67,Infectious disease,Skin,Herpes simplex skin infection,Herpes simplex skin infection,240475000,Herpes simplex infection of skin (disorder)
51,21,69,Infectious disease,Skin,Eczema herpeticum,Eczema herpeticum,186535001,Eczema herpeticum (disorder)
51,21,71,Infectious disease,Skin,Hand foot and mouth disease,Hand foot and mouth disease,266108008,Hand foot and mouth disease (disorder)
51,21,75,Infectious disease,Skin,Molluscum contagiosum,Molluscum contagiosum,40070004,Infection caused by Molluscum contagiosum (disorder)
51,21,81,Infectious disease,Skin,Scabies,Scabies,62752005,Infestation caused by Sarcoptes (disorder)
51,21,85,Infectious disease,Skin,Lice infestation,Lice infestation,20848007,Infestation caused by Pediculus (disorder)
51,21,91,Infectious disease,Skin,Viral rash,Viral rash,186504007,Viral disease characterized by exanthem (disorder)
51,31,11,Infectious disease,GU / GI,Urinary tract infection,Urinary tract infection,68566005,Urinary tract infectious disease (disorder)
51,31,21,Infectious disease,GU / GI,Infectious gastroenteritis,Infectious gastroenteritis,12463005,Infectious gastroenteritis (disorder)
51,31,25,Infectious disease,GU / GI,Infectious gastroenteritis with bloody diahorrea [ND],Infectious gastroenteritis with bloody diahorrea [ND],95545007,Hemorrhagic diarrhea (disorder)
51,31,31,Infectious disease,GU / GI,Oral herpes simplex,Oral herpes simplex,235055003,Oral herpes simplex infection (disorder)
51,31,41,Infectious disease,GU / GI,Candidiasis,Candidiasis,78048006,Candidiasis (disorder)
51,31,45,Infectious disease,GU / GI,Worms,Worms,27601005,Infection caused by Class Cestoda and/or Class Trematoda and/or Phylum Nemata (disorder)
51,31,51,Infectious disease,GU / GI,Chlamydia,Chlamydia,105629000,Chlamydial infection (disorder)
51,31,59,Infectious disease,GU / GI,Genital herpes,Genital herpes,33839006,Genital herpes simplex (disorder)
51,31,61,Infectious disease,GU / GI,Genital warts,Genital warts,266113007,Genital warts (disorder)
51,31,67,Infectious disease,GU / GI,Gonorrhoea,Gonorrhoea,15628003,Gonorrhea (disorder)
51,31,69,Infectious disease,GU / GI,Trichomoniasis,Trichomoniasis,56335008,Infection caused by Trichomonas (disorder)
51,31,71,Infectious disease,GU / GI,Giardia lamblia infestation,Giardia lamblia infestation,10679007,Infection caused by Giardia lamblia (disorder)
51,41,11,Infectious disease,Systemic / CNS,Sepsis,Sepsis,91302008,Sepsis (disorder)
51,41,15,Infectious disease,Systemic / CNS,Septic shock,Septic shock,76571007,Septic shock (disorder)
51,41,17,Infectious disease,Systemic / CNS,Meningococcal sepsis [ND],Meningococcal sepsis [ND],23511006,Meningococcal infectious disease (disorder)
51,41,21,Infectious disease,Systemic / CNS,Bacterial meningitis [ND],Bacterial meningitis [ND],95883001,Bacterial meningitis (disorder)
51,41,23,Infectious disease,Systemic / CNS,Viral meningitis,Viral meningitis,58170007,Viral meningitis (disorder)
51,41,27,Infectious disease,Systemic / CNS,Encephalitis [ND],Encephalitis [ND],45170000,Encephalitis (disorder)
51,41,31,Infectious disease,Systemic / CNS,Infectious mononucleosis,Infectious mononucleosis,271558008,Infectious mononucleosis (disorder)
51,41,41,Infectious disease,Systemic / CNS,Measles [ND],Measles [ND],14189004,Measles (disorder)
51,41,43,Infectious disease,Systemic / CNS,Mumps / parotitis [ND],Mumps / parotitis [ND],36989005,Mumps (disorder)
51,41,55,Infectious disease,Systemic / CNS,Rubella / german measles [ND],Rubella / german measles [ND],36653000,Rubella (disorder)
51,41,61,Infectious disease,Systemic / CNS,Malaria [ND],Malaria [ND],61462000,Malaria (disorder)
51,41,71,Infectious disease,Systemic / CNS,Necrotising fasciitis [ND],Necrotising fasciitis [ND],52486002,Necrotizing fasciitis (disorder)
51,41,81,Infectious disease,Systemic / CNS,Human immunodeficiency virus infection,Human immunodeficiency virus infection,86406008,Human immunodeficiency virus infection (disorder)
51,41,91,Infectious disease,Systemic / CNS,Fungal infection / fungaemia / mycosis,Fungal infection / fungaemia / mycosis,3218000,Mycosis (disorder)
51,41,99,Infectious disease,Systemic / CNS,Pyrexia of unknown origin,Pyrexia of unknown origin,7520000,Pyrexia of unknown origin (finding)
51,51,11,Infectious disease,Notifiable disease,Food poisoning [ND],Food poisoning [ND],75258004,Food poisoning (disorder)
51,51,15,Infectious disease,Notifiable disease,Haemolytic uraemic syndrome (HUS) [ND],Haemolytic uraemic syndrome (HUS) [ND],111407006,Hemolytic uremic syndrome (disorder)
51,51,16,Infectious disease,Notifiable disease,Pathogenic E.coli infection (O157 O104 etc.) [ND],Pathogenic E.coli infection (O157 O104 etc.) [ND],822091000000100,Clinical syndrome due to Escherichia coli O157 infection (disorder)
51,51,31,Infectious disease,Notifiable disease,Diphtheria [ND],Diphtheria [ND],397428000,Diphtheria (disorder)
51,51,32,Infectious disease,Notifiable disease,Haemophilus influenzae type b (Hib) [ND],Haemophilus influenzae type b (Hib) [ND],709410003,Haemophilus influenzae type b infection (disorder)
51,51,43,Infectious disease,Notifiable disease,Leptospirosis [ND],Leptospirosis [ND],77377001,Leptospirosis (disorder)
51,51,45,Infectious disease,Notifiable disease,Tetanus [ND],Tetanus [ND],76902006,Tetanus (disorder)
51,51,47,Infectious disease,Notifiable disease,Brucellosis [ND],Brucellosis [ND],75702008,Brucellosis (disorder)
51,51,51,Infectious disease,Notifiable disease,Tularaemia  [ND],Tularaemia  [ND],19265001,Tularemia (disorder)
51,51,53,Infectious disease,Notifiable disease,Typhus [ND],Typhus [ND],416829003,Disease caused by Genus Rickettsia (disorder)
51,51,55,Infectious disease,Notifiable disease,Typhoid [ND],Typhoid [ND],4834000,Typhoid fever (disorder)
51,51,56,Infectious disease,Notifiable disease,Paratyphoid [ND],Paratyphoid [ND],85904008,Paratyphoid fever (disorder)
51,51,61,Infectious disease,Notifiable disease,Dysentery [ND],Dysentery [ND],111939009,Dysentery (disorder)
51,51,65,Infectious disease,Notifiable disease,Cholera [ND],Cholera [ND],63650001,Cholera (disorder)
51,51,67,Infectious disease,Notifiable disease,SARS [ND],SARS [ND],398447004,Severe acute respiratory syndrome (disorder)
51,51,71,Infectious disease,Notifiable disease,Hepatitis A [ND],Hepatitis A [ND],40468003,"Viral hepatitis, type A (disorder)"
51,51,72,Infectious disease,Notifiable disease,Hepatitis B [ND],Hepatitis B [ND],66071002,Viral hepatitis type B (disorder)
51,51,75,Infectious disease,Notifiable disease,Acute infectious hepatitis [ND],Acute infectious hepatitis [ND],822071000000104,Acute infectious hepatitis (disorder)
51,51,87,Infectious disease,Notifiable disease,Relapsing fever [ND],Relapsing fever [ND],420079008,Relapsing fever (disorder)
51,51,88,Infectious disease,Notifiable disease,West Nile fever [ND],West Nile fever [ND],822061000000106,West Nile fever (disorder)
51,51,89,Infectious disease,Notifiable disease,Viral haemorrhagic fever (VHF) [ND],Viral haemorrhagic fever (VHF) [ND],240523007,Viral hemorrhagic fever (disorder)
51,51,90,Infectious disease,Notifiable disease,Yellow fever [ND],Yellow fever [ND],16541001,Yellow fever (disorder)
51,51,91,Infectious disease,Notifiable disease,Leprosy [ND],Leprosy [ND],81004002,Leprosy (disorder)
51,51,92,Infectious disease,Notifiable disease,Rabies [ND],Rabies [ND],14168008,Rabies (disorder)
51,51,93,Infectious disease,Notifiable disease,Smallpox [ND],Smallpox [ND],67924001,Smallpox (disorder)
51,51,94,Infectious disease,Notifiable disease,Anthrax [ND],Anthrax [ND],409498004,Anthrax (disorder)
51,51,95,Infectious disease,Notifiable disease,Boutism [ND],Boutism [ND],414531002,Intoxication with Clostridium botulinum toxin (disorder)
51,51,96,Infectious disease,Notifiable disease,Plague [ND],Plague [ND],58750007,Plague (disorder)
51,51,97,Infectious disease,Notifiable disease,Acute poliomyelitis [ND],Acute poliomyelitis [ND],398102009,Acute poliomyelitis (disorder)
51,51,98,Infectious disease,Notifiable disease,Paralytic poliomyelitis [ND],Paralytic poliomyelitis [ND],240460008,Acute paralytic poliomyelitis (disorder)
51,61,11,Infectious disease,Tropical disease,Dengue,Dengue,38362002,Dengue (disorder)
51,61,15,Infectious disease,Tropical disease,Leishmaniasis,Leishmaniasis,80612004,Leishmaniasis (disorder)
51,61,19,Infectious disease,Tropical disease,Chikungunya fever,Chikungunya fever,111864006,Chikungunya fever (disorder)
51,61,21,Infectious disease,Tropical disease,Ocular onchocerciasis,Ocular onchocerciasis,240842000,Ocular onchocerciasis (disorder)
51,61,25,Infectious disease,Tropical disease,Trachoma,Trachoma,2576002,Trachoma (disorder)
51,61,28,Infectious disease,Tropical disease,Lymphatic filariasis,Lymphatic filariasis,240820001,Lymphatic filariasis (disorder)
51,61,31,Infectious disease,Tropical disease,African trypanosomiasis,African trypanosomiasis,27031003,African trypanosomiasis (disorder)
51,61,32,Infectious disease,Tropical disease,Infection caused by Trypanosoma cruzi,Infection caused by Trypanosoma cruzi,77506005,Infection caused by Trypanosoma cruzi (disorder)
51,61,41,Infectious disease,Tropical disease,Infection caused by Schistosoma,Infection caused by Schistosoma,10087007,Infection caused by Schistosoma (disorder)
51,61,51,Infectious disease,Tropical disease,Infection caused by Taenia,Infection caused by Taenia,76172008,Infection caused by Taenia (disorder)
51,61,55,Infectious disease,Tropical disease,Cysticercosis,Cysticercosis,59051007,Cysticercosis (disorder)
51,61,57,Infectious disease,Tropical disease,Echinococcosis,Echinococcosis,74942003,Echinococcosis (disorder)
51,61,61,Infectious disease,Tropical disease,Infection caused by Dracunculus medinensis,Infection caused by Dracunculus medinensis,396334002,Infection caused by Dracunculus medinensis (disorder)
51,61,81,Infectious disease,Tropical disease,Yaws,Yaws,70647001,Yaws (disorder)
51,61,91,Infectious disease,Tropical disease,Buruli ulcer,Buruli ulcer,15845006,Buruli ulcer (disorder)
61,11,11,Surgical,General Surgery,Appendicitis,Appendicitis,74400008,Appendicitis (disorder)
61,11,12,Surgical,General Surgery,Mesenteric lymphadenitis,Mesenteric lymphadenitis,44897000,Mesenteric lymphadenitis (disorder)
61,11,15,Surgical,General Surgery,Biliary colic,Biliary colic,30093007,Calculus of bile duct (disorder)
61,11,16,Surgical,General Surgery,Cholecystitis,Cholecystitis,76581006,Cholecystitis (disorder)
61,11,18,Surgical,General Surgery,Ascending cholangitis,Ascending cholangitis,26918003,Ascending cholangitis (disorder)
61,11,19,Surgical,General Surgery,Gallstones with cholecystitis,Gallstones with cholecystitis,25924004,Calculus of gallbladder with cholecystitis (disorder)
61,11,21,Surgical,General Surgery,Bowel obstruction,Bowel obstruction,81060008,Intestinal obstruction (disorder)
61,11,23,Surgical,General Surgery,Diverticulitis,Diverticulitis,307496006,Diverticulitis (disorder)
61,11,25,Surgical,General Surgery,Abscess : perianal or anal,Abscess : perianal or anal,82127005,Perianal abscess (disorder)
61,11,27,Surgical,General Surgery,Haemorrhoids,Haemorrhoids,70153002,Hemorrhoids (disorder)
61,11,28,Surgical,General Surgery,Anorectal bleeding,Anorectal bleeding,12063002,Rectal hemorrhage (disorder)
61,11,29,Surgical,General Surgery,Anal fissure,Anal fissure,30037006,Anal fissure (disorder)
61,11,31,Surgical,General Surgery,Perforated / ruptured bowel,Perforated / ruptured bowel,56905009,Perforation of intestine (disorder)
61,11,33,Surgical,General Surgery,Peritonitis,Peritonitis,48661000,Peritonitis (disorder)
61,11,35,Surgical,General Surgery,Acute pancreatitis,Acute pancreatitis,197456007,Acute pancreatitis (disorder)
61,11,36,Surgical,General Surgery,Chronic pancreatitis,Chronic pancreatitis,235494005,Chronic pancreatitis (disorder)
61,11,39,Surgical,General Surgery,Ischaemic bowel,Ischaemic bowel,91489000,Acute vascular insufficiency of intestine (disorder)
61,11,51,Surgical,General Surgery,Stoma problem,Stoma problem,302918009,Disorder of stoma (disorder)
61,11,55,Surgical,General Surgery,Rectal prolapse,Rectal prolapse,57773001,Rectal prolapse (disorder)
61,11,61,Surgical,General Surgery,Inguinal hernia,Inguinal hernia,396232000,Inguinal hernia (disorder)
61,11,62,Surgical,General Surgery,Femoral hernia,Femoral hernia,50063009,Femoral hernia (disorder)
61,11,63,Surgical,General Surgery,Umbilical hernia,Umbilical hernia,396347007,Umbilical hernia (disorder)
61,11,65,Surgical,General Surgery,Incisional hernia,Incisional hernia,236037000,Incisional hernia (disorder)
61,11,67,Surgical,General Surgery,Diaprhragmatic hernia,Diaprhragmatic hernia,39839004,Diaphragmatic hernia (disorder)
61,11,75,Surgical,General Surgery,Volvulus,Volvulus,9707006,Intestinal volvulus (disorder)
61,31,11,Surgical,Urology,Renal / ureteric colic due to stone,Renal / ureteric colic due to stone,31054009,Ureteric stone (disorder)
61,31,17,Surgical,Urology,Urinary retention,Urinary retention,267064002,Retention of urine (disorder)
61,31,19,Surgical,Urology,Haematuria,Haematuria,34436003,Blood in urine (finding)
61,31,21,Surgical,Urology,Testicular torsion,Testicular torsion,81996005,Torsion of testis (disorder)
61,31,22,Surgical,Urology,Torision of hydatid of Morgagni,Torision of hydatid of Morgagni,198047009,Torsion of appendix of testis (disorder)
61,31,23,Surgical,Urology,Epididymitis / orchitis / epidymo-orchitis,Epididymitis / orchitis / epidymo-orchitis,197983000,Orchitis and epididymitis (disorder)
61,31,24,Surgical,Urology,Hydrocele of tunica vaginalis,Hydrocele of tunica vaginalis,70660007,Hydrocele of tunica vaginalis (disorder)
61,31,27,Surgical,Urology,Urology,Hydrocele,55434001,Hydrocele (disorder)
61,31,31,Surgical,Urology,Indwelling urinary catheter : problem related to,Indwelling urinary catheter : problem related to,427793007,Complication of urinary catheter (disorder)
61,31,41,Surgical,Urology,Prostatitis,Prostatitis,9713002,Prostatitis (disorder)
61,31,43,Surgical,Urology,Prostatic enlargement,Prostatic enlargement,266569009,Benign prostatic hyperplasia (disorder)
61,31,71,Surgical,Urology,Foreskin problem anatomical : phimosis / paraphimosis,Foreskin problem anatomical : phimosis / paraphimosis,266571009,Acquired phimosis (disorder)
61,31,73,Surgical,Urology,Foreskin problem infection : balanitis / balanoposthitis,Foreskin problem infection : balanitis / balanoposthitis,44882003,Balanitis (disorder)
61,31,75,Surgical,Urology,Priapism,Priapism,6273006,Priapism (disorder)
61,31,77,Surgical,Urology,Fractured penis,Fractured penis,110016007,Rupture of corpus cavernosum of penis (disorder)
61,31,95,Surgical,Urology,Fowler syndrome,Fowler syndrome,700242002,Fowler syndrome (disorder)
61,41,11,Surgical,Vascular,Deep vein thrombosis,Deep vein thrombosis,128053003,Deep venous thrombosis (disorder)
61,41,15,Surgical,Vascular,Thrombophlebitis of leg,Thrombophlebitis of leg,40283005,Thrombophlebitis of superficial veins of lower extremity (disorder)
61,41,17,Surgical,Vascular,Leg ulcer,Leg ulcer,711168000,Ulcer of skin of lower extremity (disorder)
61,41,19,Surgical,Vascular,Varicose veins,Varicose veins,72866009,Varicose veins of lower extremity (disorder)
61,41,21,Surgical,Vascular,Peripheral vascular disease,Peripheral vascular disease,400047006,Peripheral vascular disease (disorder)
61,41,31,Surgical,Vascular,Aortic dissection,Aortic dissection,308546005,Dissection of aorta (disorder)
61,41,33,Surgical,Vascular,Thoracic aneurysm without rupture,Thoracic aneurysm without rupture,433068007,Aneurysm of thoracic aorta (disorder)
61,41,37,Surgical,Vascular,Thoracic aneurysm with leak,Thoracic aneurysm with leak,824031000000109,Leaking thoracic aortic aneurysm (disorder)
61,41,41,Surgical,Vascular,Abdominal aneurysm without rupture,Abdominal aneurysm without rupture,233985008,Abdominal aortic aneurysm (disorder)
61,41,45,Surgical,Vascular,Abdominal aneurysm with rupture,Abdominal aneurysm with rupture,195268001,Leaking abdominal aortic aneurysm (disorder)
61,41,51,Surgical,Vascular,Arterial embolism / thrombosis,Arterial embolism / thrombosis,266262004,Arterial embolus and thrombosis (disorder)
61,41,61,Surgical,Vascular,Superior vena cava obstruction,Superior vena cava obstruction,63363004,Superior vena cava syndrome (disorder)
61,51,11,Surgical,ENT,Otitis media / middle ear infection,Otitis media / middle ear infection,65363002,Otitis media (disorder)
61,51,12,Surgical,ENT,Otitis externa,Otitis externa,3135009,Otitis externa (disorder)
61,51,13,Surgical,ENT,Ear wax (impacted),Ear wax (impacted),18070006,Impacted cerumen (disorder)
61,51,15,Surgical,ENT,Acute otitis media with drum rupture,Acute otitis media with drum rupture,86279000,Acute suppurative otitis media with spontaneous rupture of ear drum (disorder)
61,51,17,Surgical,ENT,Traumatic rupture of ear drum,Traumatic rupture of ear drum,307497002,Traumatic tympanic membrane perforation (disorder)
61,51,19,Surgical,ENT,Chronic otitis media,Chronic otitis media,21186006,Chronic otitis media (disorder)
61,51,21,Surgical,ENT,Mastoiditis,Mastoiditis,52404001,Mastoiditis (disorder)
61,51,23,Surgical,ENT,Benign paroxysmal vertigo,Benign paroxysmal vertigo,111541001,Benign paroxysmal positional vertigo (disorder)
61,51,25,Surgical,ENT,Vestibular neuronitis,Vestibular neuronitis,186738001,Epidemic vertigo (disorder)
61,51,27,Surgical,ENT,Labyrinthitis,Labyrinthitis,23919004,Labyrinthitis (disorder)
61,51,29,Surgical,ENT,Meniere's disease,Meniere's disease,13445001,MÚniÞre's disease (disorder)
61,51,41,Surgical,ENT,Nosebleed (epistaxis),Nosebleed (epistaxis),249366005,Bleeding from nose (finding)
61,51,41,Surgical,ENT,Epistaxis,Epistaxis,12441001,epistaxis (disorder)
61,51,61,Surgical,ENT,Tonsillitis,Tonsillitis,90176007,Tonsillitis (disorder)
61,51,63,Surgical,ENT,Quinsy / peritonsillar abscess,Quinsy / peritonsillar abscess,15033003,Peritonsillar abscess (disorder)
61,51,65,Surgical,ENT,Sinusitis,Sinusitis,444814009,Viral sinusitis (disorder)
61,51,71,Surgical,ENT,Attention to tracheostomy,Attention to tracheostomy,68033004,Tracheostomy complication (disorder)
61,61,15,Surgical,Eye : general,Refractive error,Refractive error,39021009,Disorder of refraction (disorder)
61,61,21,Surgical,Eye : general,Cataract,Cataract,193570009,Cataract (disorder)
61,61,35,Surgical,Eye : general,Hyphaema,Hyphaema,75229002,Hyphema (disorder)
61,61,41,Surgical,Eye : general,Orbital fracture,Orbital fracture,95851007,Fracture of orbit (disorder)
61,61,61,Surgical,Eye : general,Penetrating eye injury,Penetrating eye injury,315296002,Penetrating wound of eye (disorder)
61,61,63,Surgical,Eye : general,Intraocular foreign body,Intraocular foreign body,82576008,Retained foreign body in eye (disorder)
61,61,65,Surgical,Eye : general,Optic neuritis,Optic neuritis,66760008,Optic neuritis (disorder)
61,61,65,Surgical,Eye : general,Blunt injury of eye,Blunt injury of eye,314533000,Blunt injury of eye (disorder)
61,61,72,Surgical,Eye : general,Orbital cellulitis,Orbital cellulitis,194005002,Orbital cellulitis (disorder)
61,61,81,Surgical,Eye : general,Dry eye syndrome,Dry eye syndrome,46152009,Tear film insufficiency (disorder)
61,61,91,Surgical,Eye : general,Thyroid eye disease,Thyroid eye disease,276177000,Thyroid eye disease (disorder)
61,62,11,Surgical,Eye : lids and orbit,Eyelid abscess / cellulitis / stye,Eyelid abscess / cellulitis / stye,60113004,Disorder of eyelid (disorder)
61,62,15,Surgical,Eye : lids and orbit,Blepharitis ,Blepharitis ,41446000,Blepharitis (disorder)
61,62,17,Surgical,Eye : lids and orbit,Allergic Blepharitis ,Allergic Blepharitis ,68670009,Contact dermatitis of eyelid (disorder)
61,62,19,Surgical,Eye : lids and orbit,Dacryocystitis,Dacryocystitis,85777005,Dacryocystitis (disorder)
